id,pert,gene,label
Vps41_Det1,Vps41,Det1,none
Atp6v1a_Gpnmb,Atp6v1a,Gpnmb,up
Rbck1_Malt1,Rbck1,Malt1,down
Atxn7l3_Pf4,Atxn7l3,Pf4,none
Ogdh_Pgk1,Ogdh,Pgk1,up
Txnl4a_Hyal2,Txnl4a,Hyal2,none
Irak4_Ctsl,Irak4,Ctsl,none
Ctdnep1_Klf6,Ctdnep1,Klf6,down
Cul2_Rsad2,Cul2,Rsad2,none
Ube2h_Ms4a6b,Ube2h,Ms4a6b,none
Mideas_Tspan13,Mideas,Tspan13,none
Pfdn6_Heatr9,Pfdn6,Heatr9,up
Acin1_Rabac1,Acin1,Rabac1,none
Lamtor2_Bhlhe41,Lamtor2,Bhlhe41,up
Ss18_P4hb,Ss18,P4hb,none
Wdr70_Ndufa4,Wdr70,Ndufa4,none
Pfdn6_Vma21,Pfdn6,Vma21,none
Kin_Rnf149,Kin,Rnf149,none
Rcl1_Utrn,Rcl1,Utrn,none
Bloc1s1_Prdx1,Bloc1s1,Prdx1,up
Cdkn1a_Ahnak,Cdkn1a,Ahnak,none
Rb1cc1_Polr2g,Rb1cc1,Polr2g,up
Rpl10_Gbp5,Rpl10,Gbp5,up
Ctdnep1_9230114K14Rik,Ctdnep1,9230114K14Rik,none
Otud5_Aif1,Otud5,Aif1,down
Rpl4_Cpe,Rpl4,Cpe,none
Clp1_Gm37336,Clp1,Gm37336,none
Srrd_Igf1,Srrd,Igf1,none
Med20_Serinc3,Med20,Serinc3,up
Ric1_Ccl9,Ric1,Ccl9,none
Dhx15_Lpp,Dhx15,Lpp,none
Nkap_Selenow,Nkap,Selenow,down
Dohh_Cotl1,Dohh,Cotl1,down
Taf5l_Nqo1,Taf5l,Nqo1,none
Mapkapk2_Ifitm2,Mapkapk2,Ifitm2,none
Ticam2_Calr,Ticam2,Calr,none
Ctcf_Gapdh,Ctcf,Gapdh,none
Psmd13_Tmcc3,Psmd13,Tmcc3,none
Rtf1_Glrx,Rtf1,Glrx,none
Sptlc1_Phlda3,Sptlc1,Phlda3,none
Sart3_Rftn1,Sart3,Rftn1,none
Nfyc_Acod1,Nfyc,Acod1,none
Snx14_Junb,Snx14,Junb,none
Tubg1_Oasl1,Tubg1,Oasl1,down
Vps72_Ifitm2,Vps72,Ifitm2,none
Spc24_Ezr,Spc24,Ezr,down
Psmd13_Uchl1,Psmd13,Uchl1,up
Wdr61_Ebi3,Wdr61,Ebi3,down
Virma_Clec4n,Virma,Clec4n,up
Rps3_Gbp8,Rps3,Gbp8,up
Gtf2a2_Ccl9,Gtf2a2,Ccl9,down
Cul1_Ecsit,Cul1,Ecsit,none
Syvn1_Pced1b,Syvn1,Pced1b,none
Ddx5_Creg1,Ddx5,Creg1,none
Elavl1_Msrb1,Elavl1,Msrb1,none
Arid1a_Gpnmb,Arid1a,Gpnmb,none
Alg2_Hsp90b1,Alg2,Hsp90b1,up
Smg5_Slfn1,Smg5,Slfn1,none
Snx14_Procr,Snx14,Procr,none
Pten_Ckb,Pten,Ckb,up
Sptlc1_Vcan,Sptlc1,Vcan,up
Emc3_Rasgef1b,Emc3,Rasgef1b,up
Cdkn1a_Myb,Cdkn1a,Myb,none
Rbck1_Mir142hg,Rbck1,Mir142hg,none
Kras_Btg1,Kras,Btg1,up
Traf2_H2-M2,Traf2,H2-M2,up
Rpl10_Gstm5,Rpl10,Gstm5,none
Ctcf_Pdk1,Ctcf,Pdk1,none
Nop16_Trib3,Nop16,Trib3,none
Mnt_Tnfaip2,Mnt,Tnfaip2,none
Sfpq_Gapdh,Sfpq,Gapdh,none
Derl2_Pdia3,Derl2,Pdia3,up
Phb2_Igsf6,Phb2,Igsf6,none
Hira_BC005537,Hira,BC005537,none
Rack1_Dnajc3,Rack1,Dnajc3,none
Med29_Fndc3b,Med29,Fndc3b,up
Arih1_Smpdl3a,Arih1,Smpdl3a,none
Psmd4_Ecpas,Psmd4,Ecpas,up
Leng8_Ccnd1,Leng8,Ccnd1,up
Ndc80_Bnip3,Ndc80,Bnip3,none
Cul2_Gclm,Cul2,Gclm,none
Suz12_Atad2,Suz12,Atad2,none
Rpl4_Spryd7,Rpl4,Spryd7,up
Dr1_Hsp90ab1,Dr1,Hsp90ab1,none
Dda1_Ccnd1,Dda1,Ccnd1,none
Ss18_Piezo1,Ss18,Piezo1,none
Yeats4_Eif5,Yeats4,Eif5,none
Srsf10_Evi2a,Srsf10,Evi2a,down
Prdm1_Parp3,Prdm1,Parp3,up
Rpl26_Il10,Rpl26,Il10,none
Med20_Hmox1,Med20,Hmox1,down
Eif5_Glipr1,Eif5,Glipr1,none
Nelfcd_Akr1a1,Nelfcd,Akr1a1,up
Rraga_Cd63,Rraga,Cd63,up
Sbno2_Cdc42ep2,Sbno2,Cdc42ep2,up
Rpn2_Ms4a4c,Rpn2,Ms4a4c,none
Ticam2_Smc4,Ticam2,Smc4,none
Sephs1_Tlr2,Sephs1,Tlr2,none
Rptor_Malt1,Rptor,Malt1,up
Sel1l_Ifit2,Sel1l,Ifit2,none
Trem2_S100a10,Trem2,S100a10,down
Dad1_Hspa5,Dad1,Hspa5,up
Usp7_Calr,Usp7,Calr,none
Suz12_Cxcl14,Suz12,Cxcl14,up
Xpo1_Ccrl2,Xpo1,Ccrl2,none
Dpm1_Manf,Dpm1,Manf,up
Cct5_Tuba1c,Cct5,Tuba1c,up
Ppp2r2a_Lix1,Ppp2r2a,Lix1,none
Fzr1_Gm4951,Fzr1,Gm4951,none
Dnajc8_Irf1,Dnajc8,Irf1,none
Wdr75_Fcgr2b,Wdr75,Fcgr2b,down
Copz1_Ufl1,Copz1,Ufl1,up
Smc3_Acod1,Smc3,Acod1,down
Psmd4_Mmp12,Psmd4,Mmp12,none
Psmd4_Creg1,Psmd4,Creg1,up
Pfdn6_Ccl7,Pfdn6,Ccl7,none
Atp6v1a_Gstm5,Atp6v1a,Gstm5,none
Wdr43_Actb,Wdr43,Actb,down
Ing3_Il1rn,Ing3,Il1rn,none
Rbbp6_Creg1,Rbbp6,Creg1,none
Top3a_Fcgr2b,Top3a,Fcgr2b,down
Rack1_Ppp1r14b,Rack1,Ppp1r14b,none
Usp9x_Slfn4,Usp9x,Slfn4,none
Psmd1_Taf7,Psmd1,Taf7,up
Dpy30_Tgm2,Dpy30,Tgm2,down
Naa35_Itpkb,Naa35,Itpkb,down
Vps41_Creg1,Vps41,Creg1,up
Strip1_Cd72,Strip1,Cd72,none
Rtf1_Pgk1,Rtf1,Pgk1,none
Rc3h1_Odc1,Rc3h1,Odc1,up
Polr1f_Clec4a1,Polr1f,Clec4a1,none
Med20_Cxcl2,Med20,Cxcl2,none
Tnfaip3_Ifi205,Tnfaip3,Ifi205,none
Pfn1_Cotl1,Pfn1,Cotl1,down
Dohh_Saa3,Dohh,Saa3,none
Ikzf1_Cav1,Ikzf1,Cav1,up
Vps18_Glrx,Vps18,Glrx,down
Rpl4_Odf2,Rpl4,Odf2,none
Brd2_Ddx60,Brd2,Ddx60,up
Hsp90b1_Uchl1,Hsp90b1,Uchl1,none
Rpl26_Fgl2,Rpl26,Fgl2,none
Spop_Blvrb,Spop,Blvrb,down
Cmtr1_Odc1,Cmtr1,Odc1,none
Rbck1_Asns,Rbck1,Asns,none
Ube4b_Fcgr4,Ube4b,Fcgr4,up
Cmtr1_H3f3b,Cmtr1,H3f3b,up
Gspt1_Herpud1,Gspt1,Herpud1,none
Dad1_H2bc21,Dad1,H2bc21,none
Elavl1_Syngr1,Elavl1,Syngr1,none
Yrdc_Sqstm1,Yrdc,Sqstm1,up
Sars_H2-M2,Sars,H2-M2,none
Ash2l_2310009B15Rik,Ash2l,2310009B15Rik,none
Spout1_Tcf4,Spout1,Tcf4,up
Zbtb17_Hif1a,Zbtb17,Hif1a,none
Rpl10_Cflar,Rpl10,Cflar,up
Mta2_Slc16a3,Mta2,Slc16a3,none
Dpm2_Arhgap15,Dpm2,Arhgap15,none
Copz1_Gbf1,Copz1,Gbf1,up
Arpc2_S100a10,Arpc2,S100a10,none
Dpm2_Mfhas1,Dpm2,Mfhas1,none
Il10rb_Ggta1,Il10rb,Ggta1,down
Cdc42_Cd72,Cdc42,Cd72,down
Gpn2_Fam111a,Gpn2,Fam111a,up
Ctdspl2_C1qb,Ctdspl2,C1qb,down
Cwc15_B4galt5,Cwc15,B4galt5,up
Mbd2_Clec4e,Mbd2,Clec4e,down
Igbp1_Prdx1,Igbp1,Prdx1,up
Mcm4_Tmem43,Mcm4,Tmem43,up
Pfn1_Ccr5,Pfn1,Ccr5,up
Dido1_Zfp422,Dido1,Zfp422,up
Gtf2a2_Hsd17b10,Gtf2a2,Hsd17b10,none
Wtap_Ccrl2,Wtap,Ccrl2,up
Tln1_Inpp5f,Tln1,Inpp5f,none
Rel_Mtdh,Rel,Mtdh,down
Vps18_Gm56654,Vps18,Gm56654,none
Psmd4_Igtp,Psmd4,Igtp,none
Trem2_Fxyd2,Trem2,Fxyd2,none
Mapk14_Cd84,Mapk14,Cd84,down
Tsc2_Kctd12,Tsc2,Kctd12,none
Nfkbiz_Socs7,Nfkbiz,Socs7,none
Brd2_Rsad2,Brd2,Rsad2,up
Usp39_Thoc5,Usp39,Thoc5,none
Tgif1_S100a1,Tgif1,S100a1,up
Psmd13_Pcdh7,Psmd13,Pcdh7,up
Cog3_Cd72,Cog3,Cd72,none
Gspt1_Ifit2,Gspt1,Ifit2,none
Gspt1_Mmp12,Gspt1,Mmp12,none
Tmem258_Nhsl2,Tmem258,Nhsl2,none
Mnt_Fnbp1l,Mnt,Fnbp1l,none
Acin1_Il15,Acin1,Il15,none
Eny2_Sec11c,Eny2,Sec11c,up
Il10ra_Rasgef1b,Il10ra,Rasgef1b,up
Rpap2_Saa3,Rpap2,Saa3,down
Adnp_Ago3,Adnp,Ago3,none
Mideas_Cxcl10,Mideas,Cxcl10,none
Rel_Rhoc,Rel,Rhoc,none
Slc33a1_Manf,Slc33a1,Manf,up
Tirap_Serp1,Tirap,Serp1,down
Snapc3_Vmp1,Snapc3,Vmp1,up
Trrap_Selenop,Trrap,Selenop,none
Sptssa_Fam111a,Sptssa,Fam111a,none
2310011J03Rik_Syngr1,2310011J03Rik,Syngr1,none
Eif2s1_Trib3,Eif2s1,Trib3,up
Psmd4_Ms4a4c,Psmd4,Ms4a4c,down
Setd2_Calhm6,Setd2,Calhm6,none
Mideas_Arl11,Mideas,Arl11,up
Il10rb_Cxcl2,Il10rb,Cxcl2,up
Cul1_Rab11fip1,Cul1,Rab11fip1,down
Ints1_Utrn,Ints1,Utrn,up
Zfp207_Ftl1,Zfp207,Ftl1,up
Sars_Osbpl8,Sars,Osbpl8,none
Txnl4a_Ahnak,Txnl4a,Ahnak,up
Virma_Ccrl2,Virma,Ccrl2,up
Cpsf4_Ckb,Cpsf4,Ckb,none
Rraga_Lgals3,Rraga,Lgals3,up
Brd2_Hcar2,Brd2,Hcar2,none
Lamtor4_Pou3f1,Lamtor4,Pou3f1,none
Dcaf7_Il1rn,Dcaf7,Il1rn,none
Ticam2_Malt1,Ticam2,Malt1,down
Ints1_Nampt,Ints1,Nampt,none
Traf2_Il1rn,Traf2,Il1rn,none
Traf2_Sec11c,Traf2,Sec11c,up
Tubg1_Glrx,Tubg1,Glrx,none
Actr6_Lipa,Actr6,Lipa,none
Mms22l_H2-T24,Mms22l,H2-T24,down
Pafah1b1_Ctsl,Pafah1b1,Ctsl,up
Irf8_Hectd2os,Irf8,Hectd2os,none
Ttc1_Sqstm1,Ttc1,Sqstm1,up
Ints1_Gpr84,Ints1,Gpr84,none
Arih1_Hsp90b1,Arih1,Hsp90b1,none
Ube2m_Creg1,Ube2m,Creg1,up
Ints9_Adam8,Ints9,Adam8,none
Prpf19_Tmem43,Prpf19,Tmem43,none
Tbc1d10b_Eif5,Tbc1d10b,Eif5,none
Cct3_Rbms1,Cct3,Rbms1,up
Dcaf7_Uchl1,Dcaf7,Uchl1,down
Becn1_Clec4n,Becn1,Clec4n,none
Ncor2_Maf,Ncor2,Maf,up
Ttc1_Cd72,Ttc1,Cd72,down
Uvrag_H2-Q7,Uvrag,H2-Q7,none
Rb1_Mcm6,Rb1,Mcm6,up
Zbtb17_Cyb5r1,Zbtb17,Cyb5r1,none
Rbbp6_Mmp14,Rbbp6,Mmp14,none
Traf6_Smox,Traf6,Smox,none
Rb1_Dnmt1,Rb1,Dnmt1,up
Dpm3_Foxo3,Dpm3,Foxo3,up
Lamtor4_Syngr1,Lamtor4,Syngr1,up
Ifnar1_Ifit2,Ifnar1,Ifit2,down
Chd4_Tlr4,Chd4,Tlr4,none
Hspa4_Pon3,Hspa4,Pon3,none
Tnfrsf1a_Lmo4,Tnfrsf1a,Lmo4,down
Mcm4_AW554918,Mcm4,AW554918,down
Cct7_Pald1,Cct7,Pald1,none
Pfn1_Gm34961,Pfn1,Gm34961,none
Csnk1a1_Anxa3,Csnk1a1,Anxa3,up
Spc24_Maf,Spc24,Maf,none
Il10ra_Mmp12,Il10ra,Mmp12,none
Psmd13_Plaur,Psmd13,Plaur,none
Exoc5_H2-Q7,Exoc5,H2-Q7,none
Exoc5_Ccl7,Exoc5,Ccl7,none
Nkap_AW554918,Nkap,AW554918,none
Actl6a_Prr13,Actl6a,Prr13,none
Ric1_Cxcl2,Ric1,Cxcl2,up
Cdc42_Cd36,Cdc42,Cd36,up
Ctcf_Med29,Ctcf,Med29,up
Cul1_Slc12a9,Cul1,Slc12a9,none
Eif4a1_Cd36,Eif4a1,Cd36,up
Trrap_Mrc1,Trrap,Mrc1,none
Sbno2_Calhm6,Sbno2,Calhm6,up
Psmd1_Fcgr2b,Psmd1,Fcgr2b,none
Rtf1_Abca1,Rtf1,Abca1,none
Taf5l_Ctsl,Taf5l,Ctsl,down
Rpl35_Mthfs,Rpl35,Mthfs,none
Phb2_Tlr2,Phb2,Tlr2,none
Wdr3_Lgals3,Wdr3,Lgals3,none
Tnpo3_Mthfs,Tnpo3,Mthfs,up
Tardbp_Slamf9,Tardbp,Slamf9,down
Nfkbiz_Ptafr,Nfkbiz,Ptafr,up
Traf6_Pcdh7,Traf6,Pcdh7,none
Chmp6_Ccrl2,Chmp6,Ccrl2,up
Wdr36_Tlk2,Wdr36,Tlk2,none
Usp7_Rfc5,Usp7,Rfc5,none
Ddb1_Itgal,Ddb1,Itgal,none
Telo2_Ccl7,Telo2,Ccl7,down
Cul2_Ctsk,Cul2,Ctsk,none
Ing3_Prdx1,Ing3,Prdx1,none
Arpc2_Cotl1,Arpc2,Cotl1,down
Snrnp27_Morrbid,Snrnp27,Morrbid,none
Exoc5_H2-Ab1,Exoc5,H2-Ab1,up
Rel_Cd72,Rel,Cd72,none
Prdm1_Gm56730,Prdm1,Gm56730,up
Hsp90ab1_Itgal,Hsp90ab1,Itgal,none
Eftud2_S100a6,Eftud2,S100a6,up
Sbno2_Csf3r,Sbno2,Csf3r,up
Paf1_Nek10,Paf1,Nek10,up
Ddx6_Taf12,Ddx6,Taf12,none
Igbp1_Sqstm1,Igbp1,Sqstm1,up
Clp1_Atf5,Clp1,Atf5,none
Wdr70_Mdc1,Wdr70,Mdc1,up
Exosc7_Neat1,Exosc7,Neat1,up
Phb2_Hmox1,Phb2,Hmox1,none
Rbck1_Mgst1,Rbck1,Mgst1,none
Arpc3_Sars,Arpc3,Sars,none
Elavl1_Itga4,Elavl1,Itga4,none
Naa35_Ctla2a,Naa35,Ctla2a,none
Cpsf4_2310009B15Rik,Cpsf4,2310009B15Rik,up
Kars_Slc3a2,Kars,Slc3a2,up
Bap1_Npy,Bap1,Npy,down
Irf2_Ctsh,Irf2,Ctsh,up
Uvrag_Dnajc3,Uvrag,Dnajc3,none
Nipbl_Sertad3,Nipbl,Sertad3,none
Tyk2_Rsad2,Tyk2,Rsad2,down
Rtf1_Fam111a,Rtf1,Fam111a,up
Emc3_Cd180,Emc3,Cd180,up
Rpn2_Brms1l,Rpn2,Brms1l,none
Emc3_Hif1a,Emc3,Hif1a,down
Mbd2_Psma6,Mbd2,Psma6,none
Fzr1_Pld4,Fzr1,Pld4,down
Dcaf13_Taldo1,Dcaf13,Taldo1,down
Fth1_Esd,Fth1,Esd,up
Prpf38b_Cdkn2a,Prpf38b,Cdkn2a,none
Dph3_C1qb,Dph3,C1qb,none
Wnk1_Npy,Wnk1,Npy,up
Otud5_Fcgr4,Otud5,Fcgr4,down
Atf4_Gpnmb,Atf4,Gpnmb,none
Ptpa_S100a10,Ptpa,S100a10,up
Rrp1_Npy,Rrp1,Npy,none
Pias1_Ftl1,Pias1,Ftl1,none
Snx13_S100a1,Snx13,S100a1,up
Abi1_Lipa,Abi1,Lipa,none
Suz12_Rhoc,Suz12,Rhoc,up
Mms22l_Glrx,Mms22l,Glrx,none
Pgm3_Ifit3,Pgm3,Ifit3,none
Srrd_Cmpk2,Srrd,Cmpk2,none
Kars_Actb,Kars,Actb,down
Tbc1d10b_Gpr137b,Tbc1d10b,Gpr137b,up
Cwc15_Ifit2,Cwc15,Ifit2,up
Rcl1_Ctla2a,Rcl1,Ctla2a,up
Dpm2_Pclaf,Dpm2,Pclaf,down
Dph3_Blvrb,Dph3,Blvrb,down
Wdr1_Fam162a,Wdr1,Fam162a,none
Mapk14_H3f3b,Mapk14,H3f3b,none
Rraga_Lrp1,Rraga,Lrp1,none
Rela_Etnk1,Rela,Etnk1,none
Rptor_Prdx1,Rptor,Prdx1,none
Ehmt2_Ifit2,Ehmt2,Ifit2,none
Rngtt_Abca1,Rngtt,Abca1,none
Ikzf1_S100a10,Ikzf1,S100a10,up
Taf5l_Gapdh,Taf5l,Gapdh,down
Nckap1l_Chka,Nckap1l,Chka,none
Trrap_Sec11c,Trrap,Sec11c,none
Fth1_Gpr84,Fth1,Gpr84,none
Tyrobp_Npy,Tyrobp,Npy,down
Txnl4a_Lmna,Txnl4a,Lmna,up
Junb_AA467197,Junb,AA467197,down
Rbbp6_Cd72,Rbbp6,Cd72,none
Nprl2_Kdm6b,Nprl2,Kdm6b,down
Atp6v1a_Alcam,Atp6v1a,Alcam,up
Prpf6_Nol8,Prpf6,Nol8,up
Plrg1_Anxa3,Plrg1,Anxa3,none
Ss18_Sec31a,Ss18,Sec31a,none
Atxn7l3_Denr,Atxn7l3,Denr,up
Tirap_Mospd2,Tirap,Mospd2,none
Tbc1d10b_Gpnmb,Tbc1d10b,Gpnmb,up
Stk11_Ctsf,Stk11,Ctsf,none
Ly96_Fap,Ly96,Fap,none
Prpf40a_Spats2,Prpf40a,Spats2,none
Myc_Selenow,Myc,Selenow,none
Irak4_Gbf1,Irak4,Gbf1,none
Wdr48_Mmp12,Wdr48,Mmp12,none
Phb2_Lmna,Phb2,Lmna,down
Orc4_Oasl1,Orc4,Oasl1,down
Cog8_Fam162a,Cog8,Fam162a,none
Ctdspl2_Arl5c,Ctdspl2,Arl5c,down
Cwc25_Apbb2,Cwc25,Apbb2,up
Pfdn6_Lmna,Pfdn6,Lmna,none
Vps4b_Ly6i,Vps4b,Ly6i,none
Mapkapk2_Cacna1a,Mapkapk2,Cacna1a,down
Fzr1_Ccng1,Fzr1,Ccng1,up
Mau2_Fcgr4,Mau2,Fcgr4,none
Cwc15_Akr1a1,Cwc15,Akr1a1,none
Arid1a_Acod1,Arid1a,Acod1,none
Ric1_Slc48a1,Ric1,Slc48a1,none
Eif2s1_H2-Q7,Eif2s1,H2-Q7,up
Rpl35_Cpe,Rpl35,Cpe,none
Jak1_Gbp3,Jak1,Gbp3,down
Ikbkb_Clec4e,Ikbkb,Clec4e,down
Prpf19_Ahnak,Prpf19,Ahnak,up
Cd14_Creg1,Cd14,Creg1,none
Nolc1_Tax1bp1,Nolc1,Tax1bp1,none
Dda1_Actb,Dda1,Actb,none
Leng8_Il15,Leng8,Il15,none
Csnk1a1_Gpnmb,Csnk1a1,Gpnmb,up
Tubg1_Ccnd1,Tubg1,Ccnd1,none
Rraga_Gm5817,Rraga,Gm5817,none
Zfp36_Hsp90b1,Zfp36,Hsp90b1,none
Mcm4_Cd9,Mcm4,Cd9,none
Rheb_Ckb,Rheb,Ckb,down
Kin_Fxyd2,Kin,Fxyd2,up
Myd88_Cacna1d,Myd88,Cacna1d,none
Zfp207_Aars,Zfp207,Aars,none
Rpn1_Gigyf2,Rpn1,Gigyf2,none
Sart3_Dhrs11,Sart3,Dhrs11,none
Toe1_Exoc3,Toe1,Exoc3,none
Irf9_Plcd1,Irf9,Plcd1,none
Jak1_Erich1,Jak1,Erich1,none
Ppp6c_Ctsl,Ppp6c,Ctsl,up
Nop16_Fap,Nop16,Fap,none
Rraga_Cd69,Rraga,Cd69,none
Kin_Osbpl8,Kin,Osbpl8,up
Mapk14_Clec4d,Mapk14,Clec4d,down
Bcl6_Mmp12,Bcl6,Mmp12,up
Usp9x_Anxa2,Usp9x,Anxa2,none
Actr6_Glrx,Actr6,Glrx,down
Mta2_Lgals3,Mta2,Lgals3,none
Spc24_Bcat2,Spc24,Bcat2,down
Elavl1_Litaf,Elavl1,Litaf,down
Rela_Depdc1a,Rela,Depdc1a,none
Lamtor2_Lgals3,Lamtor2,Lgals3,up
Adnp_Sp3,Adnp,Sp3,none
Derl2_Manf,Derl2,Manf,up
Nolc1_Gpr84,Nolc1,Gpr84,down
Clp1_Mthfs,Clp1,Mthfs,up
Pfdn6_Gm11613,Pfdn6,Gm11613,up
E4f1_Igtp,E4f1,Igtp,up
Kras_Fcgr4,Kras,Fcgr4,none
Nol10_Gbp8,Nol10,Gbp8,up
Cmtr1_Cd164,Cmtr1,Cd164,none
Cmtr1_Creg1,Cmtr1,Creg1,none
Gspt1_Gtpbp2,Gspt1,Gtpbp2,up
Cbfb_Gm16685,Cbfb,Gm16685,none
Spop_Serpinb6b,Spop,Serpinb6b,up
Ctcf_Prdx6,Ctcf,Prdx6,up
Mbtps2_Manf,Mbtps2,Manf,down
Leo1_Selenop,Leo1,Selenop,up
Ctcf_Fgd2,Ctcf,Fgd2,up
E4f1_Npy,E4f1,Npy,up
Cog5_Polr2g,Cog5,Polr2g,down
Usp7_Ctsl,Usp7,Ctsl,none
Ints1_Ms4a4c,Ints1,Ms4a4c,down
Eif4a1_Flrt3,Eif4a1,Flrt3,up
Fermt3_Ecpas,Fermt3,Ecpas,none
Fli1_Ctsl,Fli1,Ctsl,up
Tnfrsf1a_Rsad2,Tnfrsf1a,Rsad2,none
Tbk1_Mt1,Tbk1,Mt1,up
Ap3b1_Tubb6,Ap3b1,Tubb6,none
Mideas_Selenop,Mideas,Selenop,none
Tut1_S100a6,Tut1,S100a6,up
Hira_Igsf6,Hira,Igsf6,none
Actr10_Gpnmb,Actr10,Gpnmb,up
Dph3_Gpnmb,Dph3,Gpnmb,none
Rraga_Pola1,Rraga,Pola1,none
Telo2_Hsp90ab1,Telo2,Hsp90ab1,none
Gpn2_Acod1,Gpn2,Acod1,down
Wdr48_Uchl1,Wdr48,Uchl1,none
Ndc80_Icam1,Ndc80,Icam1,none
Nelfa_Ftl1,Nelfa,Ftl1,up
Pias1_Odc1,Pias1,Odc1,down
Wdr48_Gpr84,Wdr48,Gpr84,down
Sec63_Hsp90b1,Sec63,Hsp90b1,up
Cdc42_Rabac1,Cdc42,Rabac1,none
Eny2_BC049762,Eny2,BC049762,none
Rpl26_Vps54,Rpl26,Vps54,none
Cct3_Sec11c,Cct3,Sec11c,none
Dync1i2_Etv3,Dync1i2,Etv3,up
Actr6_Igsf6,Actr6,Igsf6,none
Tpr_Syngr1,Tpr,Syngr1,none
Pfn1_Enpp4,Pfn1,Enpp4,up
Nol10_Npy,Nol10,Npy,none
Srsf10_Folr2,Srsf10,Folr2,down
Leo1_Pou3f1,Leo1,Pou3f1,up
Atp6v0e_Cd53,Atp6v0e,Cd53,up
Junb_Cd36,Junb,Cd36,none
Rbm15_Tgtp2,Rbm15,Tgtp2,down
Eif5_Hipk1,Eif5,Hipk1,up
Prpf6_Mtf2,Prpf6,Mtf2,up
Gspt1_Naglu,Gspt1,Naglu,none
Hsp90ab1_Ms4a4c,Hsp90ab1,Ms4a4c,none
Traf6_Il1a,Traf6,Il1a,down
Scap_Heatr9,Scap,Heatr9,none
Tcp1_Mmp9,Tcp1,Mmp9,up
Copz1_Creg1,Copz1,Creg1,none
Rps19_Iqgap2,Rps19,Iqgap2,up
Mbtps2_Ppfibp2,Mbtps2,Ppfibp2,none
Rragc_Vat1,Rragc,Vat1,up
Emc7_Hif1a,Emc7,Hif1a,down
Dhx15_Ftl1-ps1,Dhx15,Ftl1-ps1,up
Klf6_Uchl1,Klf6,Uchl1,down
Strap_St3gal5,Strap,St3gal5,down
Leng8_Aif1,Leng8,Aif1,none
Cmtr1_Il15,Cmtr1,Il15,up
Hyou1_Gpr84,Hyou1,Gpr84,none
Sars_Gm44418,Sars,Gm44418,none
Atf4_Asns,Atf4,Asns,up
Trappc8_Sec31a,Trappc8,Sec31a,up
Spop_Top2a,Spop,Top2a,none
Fli1_Gm47484,Fli1,Gm47484,none
Mphosph10_Creg1,Mphosph10,Creg1,none
Nolc1_Gbp8,Nolc1,Gbp8,up
Slc7a6os_Ccrl2,Slc7a6os,Ccrl2,none
Tbk1_Sqstm1,Tbk1,Sqstm1,none
Rraga_Vat1,Rraga,Vat1,up
Igbp1_Mtdh,Igbp1,Mtdh,none
Tyrobp_S100a10,Tyrobp,S100a10,down
Exoc5_Ctnnal1,Exoc5,Ctnnal1,none
Jak1_Mthfd2,Jak1,Mthfd2,none
Dido1_Lmna,Dido1,Lmna,none
Bcl6_Gla,Bcl6,Gla,none
Yy1_BC051226,Yy1,BC051226,up
Gtf2h1_Cotl1,Gtf2h1,Cotl1,none
Mapkapk2_Card19,Mapkapk2,Card19,down
Gtf2a2_Acod1,Gtf2a2,Acod1,down
Rps5_Mllt11,Rps5,Mllt11,none
Egln1_Pik3cd,Egln1,Pik3cd,none
Atg9a_Akr1a1,Atg9a,Akr1a1,up
Mapk14_Lrrc25,Mapk14,Lrrc25,none
Rbm14_Saa3,Rbm14,Saa3,down
Top3a_Oasl1,Top3a,Oasl1,down
Wdr61_Osbpl8,Wdr61,Osbpl8,up
Ppp2r3c_Igtp,Ppp2r3c,Igtp,none
Mau2_Spint2,Mau2,Spint2,none
Tln1_Fcgr2b,Tln1,Fcgr2b,down
Ifnar1_Ifi205,Ifnar1,Ifi205,down
Prpf6_Ociad2,Prpf6,Ociad2,none
Arpc3_Fmnl2,Arpc3,Fmnl2,none
Nckap1l_Mmp14,Nckap1l,Mmp14,down
Igbp1_Spryd7,Igbp1,Spryd7,up
Prpf40a_Crip1,Prpf40a,Crip1,none
Nelfb_Ftl1-ps1,Nelfb,Ftl1-ps1,up
Rel_Pde5a,Rel,Pde5a,up
Rela_Rab34,Rela,Rab34,none
Ptpa_Ccnd1,Ptpa,Ccnd1,up
Toe1_Ms4a4c,Toe1,Ms4a4c,down
Tut1_Trmt2a,Tut1,Trmt2a,none
Ubr4_Sec11c,Ubr4,Sec11c,up
Leng1_Sdc1,Leng1,Sdc1,up
Pdcd10_Oasl1,Pdcd10,Oasl1,none
Bloc1s1_Cd36,Bloc1s1,Cd36,none
Nkap_Fos,Nkap,Fos,up
Sel1l_Saa3,Sel1l,Saa3,none
Yrdc_Cyb5r1,Yrdc,Cyb5r1,up
Rpl4_Ctsl,Rpl4,Ctsl,none
Ppp6c_Ube4b,Ppp6c,Ube4b,none
Kdsr_Hspa1a,Kdsr,Hspa1a,up
Ccdc22_Hsp90b1,Ccdc22,Hsp90b1,none
Chd4_Axl,Chd4,Axl,up
Ylpm1_Fxyd2,Ylpm1,Fxyd2,up
Otud5_Acod1,Otud5,Acod1,none
Eny2_1110038B12Rik,Eny2,1110038B12Rik,up
Dcaf13_Vat1,Dcaf13,Vat1,none
Mtor_Tubb6,Mtor,Tubb6,none
